Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation,,
P10322,Fitness,Treadmill,3658,Brand D,3.2,3.6,0.22,No,Winter,Canada,"['Treadmill', 'Yoga Mat']",0.66,,
P10323,Beauty,Moisturizer,1762,Brand A,2.6,4.8,0.66,No,Winter,Canada,"['Moisturizer', 'Moisturizer']",0.66,,
P10324,Electronics,Headphones,1442,Brand D,4.8,3.5,0.42,Yes,Spring,Germany,"['Smartphone', 'Headphones', 'Smartwatch']",0.63,,
P10325,Electronics,Laptop,3968,Brand C,2.8,2.5,0.91,Yes,Summer,USA,"['Laptop', 'Headphones']",0.73,,
P10326,Fitness,Resistance Bands,2975,Brand C,4.3,2.7,0.15,No,Summer,Germany,"['Yoga Mat', 'Dumbbells', 'Resistance Bands']",0.46,,
P10327,Electronics,Smartwatch,2746,Brand B,4.3,4.9,0.45,No,Summer,Germany,"['Headphones', 'Smartphone', 'Headphones']",0.14,,
P10328,Fashion,T-shirt,3350,Brand A,4.8,2.5,0.76,No,Spring,USA,"['Jacket', 'T-shirt']",0.95,,
P10329,Books,Non-fiction,337,Brand A,2.5,3.6,0.05,Yes,Winter,Germany,['Comics'],0.76,,
P10330,Fashion,Jeans,4187,Brand D,2.7,2.5,0.76,Yes,Spring,USA,"['T-shirt', 'Jacket']",0.83,,
P10331,Beauty,Lipstick,2599,Brand D,3.4,3.2,0.59,Yes,Winter,UK,"['Perfume', 'Moisturizer']",0.31,,
P10332,Home Decor,Cushions,1697,Brand B,2.4,4.1,0.5,No,Winter,Canada,"['Curtains', 'Lamp', 'Wall Art']",0.46,,
P10333,Fitness,Treadmill,380,Brand C,3.1,2.5,0.51,Yes,Summer,USA,"['Yoga Mat', 'Dumbbells']",0.58,,
P10334,Home Decor,Cushions,1319,Brand A,2.8,2.6,0.18,No,Autumn,Germany,['Wall Art'],0.12,,
P10335,Beauty,Lipstick,4614,Brand C,4.5,2.3,0.09,Yes,Spring,USA,"['Perfume', 'Moisturizer', 'Foundation']",0.64,,
P10336,Fitness,Resistance Bands,3609,Brand B,2.4,4.3,0.26,No,Winter,USA,"['Treadmill', 'Resistance Bands']",0.18,,
P10337,Electronics,Laptop,4856,Brand A,2.4,2.6,0.73,Yes,Autumn,UK,"['Laptop', 'Smartphone', 'Smartwatch']",0.33,,
P10338,Beauty,Foundation,1985,Brand C,4,3.7,0.41,No,Autumn,UK,['Perfume'],0.33,,
P10339,Fitness,Resistance Bands,4107,Brand B,2.2,4.5,0.37,Yes,Winter,Canada,['Treadmill'],0.54,,
P10340,Books,Biography,306,Brand A,4.9,4.6,0.33,Yes,Winter,Canada,['Fiction'],0.24,,
P10341,Fashion,T-shirt,3553,Brand B,3.2,2.1,0,Yes,Spring,India,"['T-shirt', 'T-shirt', 'T-shirt']",0.89,,
P10342,Home Decor,Lamp,4248,Brand D,5,3.1,0.67,No,Autumn,India,"['Cushions', 'Lamp', 'Curtains']",0.98,,
P10343,Electronics,Headphones,148,Brand C,3.4,5,0.59,Yes,Autumn,UK,"['Laptop', 'Smartphone', 'Laptop']",0.41,,
P10344,Books,Comics,1402,Brand A,4.2,3.5,0.25,Yes,Autumn,India,"['Comics', 'Biography']",0.82,,
P10345,Beauty,Foundation,776,Brand B,2.9,3.1,0.2,No,Autumn,India,"['Lipstick', 'Perfume', 'Perfume']",0.93,,
P10346,Books,Comics,361,Brand D,2.8,3.9,0.83,Yes,Spring,USA,"['Comics', 'Biography']",0.49,,
P10347,Electronics,Smartphone,3094,Brand D,4.5,3.3,0.85,No,Summer,Germany,"['Headphones', 'Smartphone']",0.7,,
P10348,Beauty,Perfume,706,Brand D,3.9,4.6,0.51,No,Winter,Germany,['Moisturizer'],0.58,,
P10349,Home Decor,Lamp,3206,Brand D,4.2,2.1,0.85,Yes,Spring,Germany,"['Wall Art', 'Curtains', 'Wall Art']",0.2,,
P10350,Beauty,Moisturizer,4552,Brand D,4.7,4.8,0.46,Yes,Autumn,Germany,"['Lipstick', 'Moisturizer', 'Perfume']",0.87,,
P10351,Electronics,Smartwatch,4916,Brand C,4.6,4.5,0.95,No,Summer,Germany,"['Smartphone', 'Smartphone', 'Laptop']",0.3,,
P10352,Electronics,Laptop,1779,Brand D,4.3,3.8,0.06,Yes,Winter,India,"['Smartphone', 'Smartphone', 'Smartwatch']",0.31,,
P10353,Home Decor,Curtains,3449,Brand D,2.8,4.7,0.81,Yes,Autumn,Canada,"['Lamp', 'Cushions']",0.17,,
P10354,Books,Biography,521,Brand B,4.2,3.3,0.89,No,Spring,UK,"['Comics', 'Comics']",0.78,,
P10355,Electronics,Headphones,3712,Brand B,3.4,4.1,0.53,No,Winter,Germany,"['Headphones', 'Laptop', 'Laptop']",0.55,,
P10356,Fitness,Resistance Bands,1992,Brand C,4.4,2.7,0.17,No,Spring,USA,"['Resistance Bands', 'Dumbbells', 'Treadmill']",0.43,,
P10357,Electronics,Laptop,520,Brand A,4.8,3.6,0.62,Yes,Autumn,USA,"['Smartphone', 'Smartwatch', 'Laptop']",0.7,,
P10358,Beauty,Moisturizer,1284,Brand B,2.8,3.9,0.69,No,Summer,Canada,['Foundation'],0.14,,
P10359,Fitness,Resistance Bands,2314,Brand B,2.2,3.7,0.61,Yes,Autumn,India,['Resistance Bands'],0.22,,
P10360,Fashion,Jeans,4576,Brand D,4.6,2.3,0.04,No,Spring,India,"['Jeans', 'Jacket', 'Shoes']",0.63,,
P10361,Home Decor,Cushions,4781,Brand B,2.7,3.8,0.75,No,Summer,Germany,"['Wall Art', 'Curtains', 'Cushions']",0.42,,
P10362,Fitness,Resistance Bands,2128,Brand B,4.9,4.7,0.19,No,Autumn,India,['Treadmill'],0.83,,
P10363,Fitness,Treadmill,1642,Brand A,4.3,4.3,0.88,Yes,Summer,India,"['Resistance Bands', 'Dumbbells', 'Resistance Bands']",0.25,,
P10364,Home Decor,Lamp,3712,Brand B,2.6,4.7,0.19,Yes,Winter,UK,['Cushions'],0.21,,
P10365,Fashion,Shoes,1002,Brand B,3.1,2.9,0.39,No,Spring,India,['Shoes'],0.25,,
P10366,Fitness,Yoga Mat,857,Brand D,3.2,4.6,0.24,Yes,Summer,Germany,['Resistance Bands'],0.48,,
P10367,Home Decor,Cushions,2010,Brand C,3.3,2.6,0.88,Yes,Autumn,UK,"['Wall Art', 'Curtains']",0.67,,
P10368,Beauty,Perfume,4909,Brand A,3.7,2.8,0.69,No,Summer,India,['Perfume'],0.93,,
P10369,Books,Fiction,421,Brand A,4,3.2,0.5,No,Summer,Canada,"['Fiction', 'Non-fiction']",0.8,,
P10370,Home Decor,Curtains,1801,Brand D,3.7,4.1,0.36,Yes,Summer,Germany,"['Wall Art', 'Curtains', 'Curtains']",0.66,,
P10371,Books,Non-fiction,992,Brand C,2.8,4.8,0.03,No,Spring,India,"['Biography', 'Non-fiction']",0.22,,
P10372,Fashion,Shoes,1595,Brand D,4.3,2.2,0.14,Yes,Spring,USA,"['Shoes', 'Shoes', 'Jacket']",0.3,,
P10373,Books,Comics,375,Brand D,3.7,4.6,0.1,Yes,Spring,India,"['Non-fiction', 'Comics', 'Comics']",0.58,,
P10374,Books,Non-fiction,3359,Brand D,3.3,4.8,0.16,Yes,Spring,USA,"['Non-fiction', 'Comics']",0.53,,
P10375,Books,Biography,803,Brand D,4.1,4.7,0.15,Yes,Spring,Canada,"['Fiction', 'Biography']",0.54,,
P10376,Home Decor,Lamp,3503,Brand A,4.3,3.4,0.72,No,Summer,Germany,"['Cushions', 'Wall Art']",0.83,,
P10377,Beauty,Foundation,1809,Brand B,4.8,3.1,0.24,Yes,Summer,USA,"['Moisturizer', 'Lipstick']",0.69,,
P10378,Electronics,Laptop,3507,Brand A,3.7,4,0.75,No,Winter,UK,['Smartwatch'],0.38,,
P10379,Books,Fiction,1365,Brand A,4.5,4.4,0.94,Yes,Autumn,Canada,"['Comics', 'Comics']",1,,
P10380,Books,Biography,426,Brand B,3,4.1,0.33,Yes,Summer,Germany,['Fiction'],0.63,,
P10381,Books,Comics,749,Brand B,3.4,2.2,0.79,No,Winter,USA,['Non-fiction'],0.82,,
P10382,Beauty,Foundation,930,Brand A,2.5,2.2,0.62,No,Winter,Germany,['Moisturizer'],0.16,,
P10383,Beauty,Foundation,3949,Brand C,3,2.6,0.12,Yes,Summer,Germany,"['Moisturizer', 'Foundation', 'Perfume']",0.63,,
P10384,Books,Non-fiction,229,Brand D,2.3,4.9,0.7,Yes,Spring,UK,"['Non-fiction', 'Comics']",0.98,,
P10385,Electronics,Smartwatch,562,Brand C,3,4.2,0.01,No,Winter,UK,['Smartphone'],0.89,,
P10386,Fitness,Dumbbells,2483,Brand A,4.5,4.2,0.23,Yes,Winter,UK,"['Treadmill', 'Resistance Bands', 'Treadmill']",0.77,,
P10387,Home Decor,Wall Art,396,Brand A,2.7,3,0.84,Yes,Spring,USA,['Wall Art'],0.95,,
P10388,Books,Comics,2058,Brand A,3.9,3.4,0.11,Yes,Autumn,UK,"['Comics', 'Comics', 'Fiction']",0.51,,
P10389,Books,Fiction,3731,Brand C,3.7,4.6,0.59,Yes,Winter,India,['Biography'],0.89,,
P10390,Beauty,Lipstick,4731,Brand D,4.1,4.3,0.96,No,Autumn,India,['Lipstick'],0.61,,
P10391,Fitness,Dumbbells,2334,Brand D,4,4,0.62,No,Spring,Germany,['Treadmill'],0.62,,
P10392,Home Decor,Wall Art,875,Brand A,2.3,3.9,0.42,No,Winter,India,"['Cushions', 'Wall Art', 'Cushions']",0.54,,
P10393,Beauty,Moisturizer,3390,Brand D,3.6,3.5,0.87,Yes,Autumn,USA,"['Lipstick', 'Foundation', 'Moisturizer']",0.73,,
P10394,Fashion,Jeans,3993,Brand D,3.1,4,0.65,No,Spring,Canada,['Jacket'],0.89,,
P10395,Beauty,Foundation,2578,Brand A,4.2,4.1,0.29,No,Winter,UK,"['Moisturizer', 'Lipstick', 'Moisturizer']",0.85,,
P10396,Fashion,Shoes,1489,Brand B,3,2.7,0.79,Yes,Spring,Germany,"['Shoes', 'Jacket']",0.9,,
P10397,Home Decor,Lamp,4861,Brand C,4.4,3.6,0.16,No,Winter,India,['Wall Art'],0.64,,
P10398,Fashion,Jeans,4979,Brand B,4,4.7,0.79,Yes,Spring,Germany,"['Shoes', 'Jacket']",0.27,,
P10399,Electronics,Headphones,2826,Brand A,4.5,3.8,0.86,No,Spring,Germany,"['Smartphone', 'Headphones', 'Laptop']",0.16,,
P10400,Beauty,Moisturizer,4063,Brand D,3.7,3.7,0.56,Yes,Autumn,Germany,"['Lipstick', 'Foundation', 'Foundation']",0.76,,
P10401,Books,Fiction,1345,Brand A,4,3.7,0.56,No,Winter,USA,"['Comics', 'Non-fiction']",0.12,,
P10402,Home Decor,Lamp,4135,Brand D,3,3.7,0.34,Yes,Winter,India,"['Curtains', 'Wall Art']",0.21,,
P10403,Fashion,Jeans,2264,Brand D,2.9,2,0.64,No,Winter,UK,"['T-shirt', 'Jacket']",0.17,,
P10404,Books,Non-fiction,4951,Brand A,2.6,4.6,0.74,Yes,Autumn,USA,"['Fiction', 'Fiction', 'Fiction']",0.41,,
P10405,Home Decor,Cushions,4520,Brand C,3.3,2,0.55,Yes,Winter,USA,"['Wall Art', 'Wall Art']",0.19,,
P10406,Fitness,Yoga Mat,2953,Brand B,2.8,3.9,0.68,Yes,Winter,Germany,['Treadmill'],0.15,,
P10407,Fitness,Dumbbells,2813,Brand D,4.9,2.8,0.42,No,Winter,India,"['Resistance Bands', 'Resistance Bands']",0.1,,
P10408,Fashion,Jacket,2075,Brand A,4.3,4,0.85,Yes,Spring,UK,['T-shirt'],0.11,,
P10409,Beauty,Moisturizer,3923,Brand A,3.3,3.9,0.42,Yes,Summer,India,"['Moisturizer', 'Lipstick', 'Perfume']",0.43,,
P10410,Fashion,Shoes,3025,Brand D,4.5,3,0.97,No,Summer,India,"['Jeans', 'T-shirt']",0.91,,
P10411,Electronics,Smartphone,2012,Brand B,2.3,4.8,0.97,Yes,Winter,India,"['Smartphone', 'Laptop', 'Smartphone']",0.29,,
P10412,Beauty,Perfume,1438,Brand D,3.3,2.1,0.48,No,Autumn,Germany,"['Moisturizer', 'Perfume', 'Moisturizer']",0.6,,
P10413,Fitness,Resistance Bands,2546,Brand C,2.3,3.2,0.92,No,Autumn,Canada,"['Dumbbells', 'Dumbbells']",0.29,,
P10414,Beauty,Moisturizer,511,Brand D,2.4,2.1,0.79,No,Summer,USA,['Perfume'],0.33,,
P10415,Beauty,Lipstick,2148,Brand B,3.6,2.4,0.88,Yes,Autumn,Germany,['Moisturizer'],0.18,,
P10416,Home Decor,Curtains,2190,Brand A,3.2,4.9,0.74,Yes,Spring,Canada,"['Wall Art', 'Wall Art']",0.37,,
P10417,Home Decor,Wall Art,4591,Brand C,3.7,4.3,0.05,Yes,Summer,Canada,['Lamp'],0.58,,
P10418,Fashion,T-shirt,341,Brand C,4.3,4.4,0.1,No,Summer,USA,"['T-shirt', 'T-shirt', 'Jacket']",0.47,,
P10419,Electronics,Smartwatch,411,Brand B,2.2,3.5,0.26,No,Spring,Germany,"['Smartphone', 'Headphones', 'Laptop']",0.11,,
P10420,Home Decor,Lamp,3377,Brand C,2.6,2.2,0.29,No,Spring,India,['Curtains'],0.56,,
P10421,Books,Fiction,439,Brand D,2.7,2.8,0.6,Yes,Summer,Germany,"['Comics', 'Fiction', 'Fiction']",0.35,,
P10422,Electronics,Smartwatch,4264,Brand B,3.2,4.5,0.39,Yes,Summer,Canada,['Headphones'],0.55,,
P10423,Books,Comics,2098,Brand A,3.9,3.9,0.65,No,Autumn,UK,"['Biography', 'Comics']",0.71,,
P10424,Beauty,Lipstick,2460,Brand C,4.2,3.8,0.76,No,Autumn,Germany,"['Foundation', 'Foundation']",0.36,,
P10425,Books,Non-fiction,1845,Brand D,2.4,2.2,0.83,No,Summer,Canada,['Fiction'],0.16,,
P10426,Fashion,Jeans,3913,Brand B,4.4,3.1,0.1,Yes,Spring,USA,"['Shoes', 'Jeans', 'Jacket']",0.53,,
P10427,Electronics,Headphones,2027,Brand D,4.6,3.8,0.96,Yes,Summer,USA,"['Smartphone', 'Smartphone']",0.71,,
P10428,Fashion,Shoes,2104,Brand B,4.4,2.3,0.87,Yes,Summer,Canada,['Jeans'],0.22,,
P10429,Home Decor,Curtains,1715,Brand A,3.4,2.7,0.02,No,Winter,India,"['Wall Art', 'Lamp', 'Lamp']",0.13,,
P10430,Home Decor,Curtains,1041,Brand C,3.9,4.7,0,Yes,Winter,Germany,"['Lamp', 'Wall Art']",0.53,,
P10431,Beauty,Foundation,2649,Brand A,4,2.5,0.37,Yes,Summer,Germany,"['Foundation', 'Lipstick']",0.42,,
P10432,Fashion,Jeans,2730,Brand A,2.3,3.5,0.48,Yes,Spring,USA,"['Jeans', 'Jacket', 'T-shirt']",0.39,,
P10433,Fashion,Jeans,1396,Brand C,2.9,4,0.47,No,Spring,Germany,"['Jacket', 'Shoes', 'Jeans']",0.49,,
P10434,Beauty,Foundation,763,Brand C,2.6,3,0.93,Yes,Summer,UK,"['Perfume', 'Perfume', 'Lipstick']",0.68,,
P10435,Beauty,Foundation,4311,Brand A,4.4,5,0.59,No,Autumn,USA,"['Perfume', 'Lipstick', 'Lipstick']",0.19,,
P10436,Fitness,Treadmill,479,Brand B,3.4,3.6,0.78,Yes,Spring,UK,"['Resistance Bands', 'Resistance Bands']",0.97,,
P10437,Beauty,Lipstick,1845,Brand C,4.8,4.7,0.65,No,Spring,Canada,"['Moisturizer', 'Perfume']",0.99,,
P10438,Electronics,Headphones,2644,Brand B,4.6,4.6,0.97,No,Winter,Germany,"['Laptop', 'Smartwatch', 'Laptop']",0.43,,
P10439,Fashion,Jeans,3293,Brand C,4.1,4.2,0.46,No,Summer,UK,"['T-shirt', 'Jacket']",0.28,,
P10440,Home Decor,Wall Art,3393,Brand C,4.8,2,0.36,No,Spring,Canada,"['Curtains', 'Wall Art']",0.13,,
P10441,Fitness,Yoga Mat,2035,Brand C,4.2,4.5,0.93,No,Summer,Germany,"['Resistance Bands', 'Yoga Mat', 'Yoga Mat']",0.31,,
P10442,Home Decor,Cushions,4463,Brand D,3.4,2.9,0.7,Yes,Autumn,India,['Cushions'],0.5,,
P10443,Beauty,Foundation,1894,Brand B,3,2.6,0.39,No,Autumn,India,"['Perfume', 'Perfume']",0.11,,
P10444,Fitness,Treadmill,1473,Brand A,2.1,3.9,0.5,No,Autumn,UK,"['Resistance Bands', 'Treadmill', 'Dumbbells']",0.58,,
P10445,Beauty,Foundation,2435,Brand A,2.6,4.9,0.57,Yes,Autumn,Germany,"['Moisturizer', 'Foundation', 'Lipstick']",0.93,,
P10446,Books,Non-fiction,2236,Brand B,2.5,3.1,1,Yes,Winter,UK,"['Comics', 'Comics']",0.95,,
P10447,Home Decor,Wall Art,4020,Brand D,3.3,2.5,0.48,No,Summer,Canada,['Curtains'],0.22,,
P10448,Books,Biography,1310,Brand B,4.3,4.1,0.2,Yes,Spring,UK,['Non-fiction'],0.8,,
P10449,Books,Comics,2774,Brand A,3,4.2,0.58,Yes,Spring,India,"['Comics', 'Biography']",0.37,,
P10450,Home Decor,Lamp,1582,Brand A,3.3,4.5,0.32,Yes,Autumn,Canada,['Cushions'],0.32,,
P10451,Books,Non-fiction,4003,Brand B,4.3,3.3,0.12,No,Spring,Germany,['Non-fiction'],0.78,,
P10452,Beauty,Lipstick,2552,Brand C,2.1,4.7,0.95,No,Autumn,Germany,['Perfume'],0.31,,
P10453,Beauty,Moisturizer,1876,Brand A,3,2.8,0.22,No,Winter,India,"['Foundation', 'Lipstick', 'Foundation']",0.67,,
P10454,Fashion,Jeans,483,Brand C,3.2,3.8,0.49,Yes,Summer,UK,"['T-shirt', 'Jeans']",0.4,,
P10455,Electronics,Smartwatch,4392,Brand D,2.1,4.7,0.99,No,Autumn,UK,"['Headphones', 'Smartwatch']",0.78,,
P10456,Books,Fiction,3975,Brand D,3.3,3.4,0.23,Yes,Spring,India,['Non-fiction'],0.84,,
P10457,Fitness,Dumbbells,4448,Brand C,4.1,3.7,0.12,Yes,Autumn,Canada,"['Yoga Mat', 'Treadmill', 'Treadmill']",0.13,,
P10458,Fashion,T-shirt,681,Brand B,2.4,4.5,0.67,Yes,Spring,India,['Jeans'],0.3,,
P10459,Electronics,Headphones,2437,Brand C,4.4,4.2,0.8,No,Spring,UK,"['Smartphone', 'Laptop']",0.3,,
P10460,Home Decor,Lamp,3584,Brand A,3.1,2,0.67,No,Summer,India,"['Cushions', 'Lamp']",0.56,,
P10461,Electronics,Headphones,1640,Brand B,2.1,3.3,0.92,Yes,Summer,USA,"['Smartwatch', 'Headphones', 'Headphones']",0.89,,
P10462,Books,Fiction,705,Brand B,2,2.1,0.46,Yes,Summer,Germany,"['Comics', 'Biography']",0.86,,
P10463,Fitness,Treadmill,2308,Brand A,4.4,3.8,0.58,Yes,Spring,Germany,"['Treadmill', 'Yoga Mat']",0.88,,
P10464,Books,Comics,3300,Brand B,4.4,2.4,0.48,Yes,Summer,Germany,"['Biography', 'Fiction', 'Fiction']",0.24,,
P10465,Home Decor,Cushions,201,Brand B,2.4,2.3,0.96,Yes,Summer,USA,['Curtains'],0.44,,
P10466,Fitness,Dumbbells,2622,Brand C,3.1,2.7,0.07,No,Autumn,USA,['Resistance Bands'],0.55,,
P10467,Home Decor,Wall Art,1796,Brand A,2.1,3.8,0.43,No,Summer,UK,['Cushions'],0.79,,
P10468,Books,Comics,3682,Brand B,3.1,4.7,0.94,No,Spring,Germany,"['Non-fiction', 'Biography', 'Non-fiction']",0.1,,
P10469,Fashion,Jeans,4812,Brand A,4.2,2,0.13,No,Summer,India,"['Jeans', 'T-shirt', 'Jeans']",0.16,,
P10470,Fashion,Jeans,3006,Brand B,2.2,2.7,0.14,Yes,Winter,Germany,"['Jacket', 'Shoes']",0.98,,
P10471,Fitness,Yoga Mat,3293,Brand B,3.6,2.1,0.94,Yes,Autumn,UK,"['Treadmill', 'Dumbbells']",0.75,,
P10472,Beauty,Lipstick,2168,Brand D,4.3,3.9,0.18,Yes,Winter,Canada,"['Foundation', 'Perfume', 'Lipstick']",0.64,,
P10473,Electronics,Headphones,3212,Brand A,2.6,2,0.33,Yes,Summer,Germany,"['Laptop', 'Smartwatch', 'Smartphone']",0.79,,
P10474,Electronics,Smartphone,985,Brand B,2.4,2.7,0.47,No,Spring,USA,['Smartwatch'],0.79,,
P10475,Home Decor,Wall Art,4242,Brand B,4,3.7,0.07,Yes,Autumn,UK,['Lamp'],0.56,,
P10476,Fitness,Yoga Mat,2023,Brand D,3.5,3.7,0.74,No,Autumn,UK,"['Treadmill', 'Treadmill']",0.31,,
P10477,Fitness,Resistance Bands,3561,Brand A,2.6,2.6,0.66,Yes,Winter,UK,"['Resistance Bands', 'Resistance Bands']",0.51,,
P10478,Home Decor,Curtains,4674,Brand A,2.6,2,0.58,Yes,Autumn,Canada,"['Curtains', 'Wall Art']",0.62,,
P10479,Beauty,Foundation,1388,Brand C,4.4,4.8,0.45,Yes,Autumn,UK,"['Moisturizer', 'Foundation']",0.89,,
P10480,Fitness,Treadmill,4007,Brand A,4.9,2,0.79,No,Summer,USA,"['Treadmill', 'Dumbbells']",0.98,,
P10481,Electronics,Smartwatch,4252,Brand A,3,3.3,0.68,No,Winter,Germany,"['Laptop', 'Headphones']",0.61,,
P10482,Beauty,Moisturizer,1534,Brand D,3,3.4,0.24,No,Autumn,UK,"['Foundation', 'Lipstick', 'Lipstick']",0.48,,
P10483,Books,Biography,2481,Brand B,4.3,3.8,0.19,Yes,Summer,Germany,"['Biography', 'Non-fiction', 'Non-fiction']",0.31,,
P10484,Fashion,Jeans,2806,Brand C,4.8,2.3,0.08,Yes,Spring,UK,['T-shirt'],0.5,,
P10485,Electronics,Smartphone,3770,Brand C,2.9,3.8,0.44,Yes,Summer,UK,['Smartwatch'],0.37,,
P10486,Fashion,Jacket,1042,Brand A,4.9,4.9,0.33,Yes,Autumn,India,"['T-shirt', 'Shoes']",0.7,,
P10487,Home Decor,Wall Art,2094,Brand C,3.7,2.4,0.48,No,Winter,Germany,['Curtains'],0.66,,
P10488,Beauty,Moisturizer,4177,Brand D,3.7,3,1,Yes,Winter,USA,['Lipstick'],0.83,,
P10489,Electronics,Smartphone,3111,Brand C,5,2.6,0.26,Yes,Autumn,UK,"['Laptop', 'Headphones', 'Smartwatch']",0.3,,
P10490,Home Decor,Lamp,3994,Brand C,2.9,4.8,0.71,No,Autumn,India,['Curtains'],0.75,,
P10491,Home Decor,Cushions,3010,Brand B,2.4,3.6,0.57,Yes,Spring,India,['Wall Art'],0.5,,
P10492,Home Decor,Cushions,2943,Brand D,4.1,3.2,0.5,Yes,Summer,Germany,"['Curtains', 'Wall Art']",0.73,,
P10493,Electronics,Headphones,628,Brand C,4.4,4,0.9,Yes,Autumn,Germany,['Headphones'],0.42,,
P10494,Electronics,Headphones,3264,Brand B,2.7,2.2,0.95,Yes,Spring,Canada,['Smartphone'],0.81,,
P10495,Books,Biography,4166,Brand C,3.9,4.7,0.88,No,Summer,UK,['Fiction'],0.81,,
P10496,Electronics,Smartwatch,951,Brand D,3.8,4.4,0.89,No,Autumn,USA,"['Smartwatch', 'Laptop', 'Smartwatch']",0.21,,
P10497,Electronics,Smartphone,159,Brand B,3.8,2.5,0.19,Yes,Spring,UK,['Headphones'],0.58,,
P10498,Fitness,Resistance Bands,3993,Brand B,4.3,2.1,0.32,Yes,Winter,India,"['Yoga Mat', 'Yoga Mat', 'Yoga Mat']",0.95,,
P10499,Fashion,Shoes,1474,Brand C,4.9,4.3,0.3,Yes,Autumn,UK,"['Jeans', 'Jacket', 'Jacket']",0.1,,
P10500,Books,Non-fiction,3909,Brand A,3.9,4.2,0.69,No,Autumn,India,['Non-fiction'],0.29,,
P10501,Fashion,T-shirt,2351,Brand B,2.7,4.7,0.63,No,Autumn,Canada,['Jacket'],0.32,,
P10502,Beauty,Perfume,4550,Brand D,2.5,4.3,0.59,Yes,Autumn,India,"['Lipstick', 'Moisturizer', 'Foundation']",0.8,,
P10503,Books,Biography,1179,Brand B,3.6,3.1,0.3,Yes,Winter,USA,"['Biography', 'Biography']",0.17,,
P10504,Books,Comics,2954,Brand B,4.9,4.3,0.77,Yes,Autumn,USA,['Fiction'],0.95,,
P10505,Electronics,Headphones,2175,Brand C,4.5,3.3,0.06,Yes,Spring,India,['Laptop'],0.12,,
P10506,Beauty,Foundation,4052,Brand A,4.4,4.4,0.14,No,Autumn,India,"['Foundation', 'Lipstick', 'Moisturizer']",0.1,,
P10507,Books,Non-fiction,2901,Brand A,3.1,4.7,0.58,Yes,Spring,UK,"['Biography', 'Fiction', 'Comics']",0.41,,
P10508,Electronics,Laptop,3682,Brand D,3.1,3.2,0.14,Yes,Winter,USA,['Laptop'],0.31,,
P10509,Electronics,Headphones,4789,Brand D,4.5,2.7,0.88,Yes,Autumn,UK,['Laptop'],0.58,,
P10510,Fitness,Treadmill,4898,Brand D,3.8,4.7,0.1,Yes,Autumn,Canada,"['Resistance Bands', 'Treadmill']",0.96,,
P10511,Home Decor,Wall Art,4046,Brand D,4.2,2.9,0.18,Yes,Summer,USA,"['Curtains', 'Lamp']",0.25,,
P10512,Fashion,Shoes,1324,Brand A,2.7,4,0.12,No,Winter,UK,"['Jeans', 'T-shirt', 'Shoes']",0.66,,
P10513,Fashion,Jacket,1953,Brand D,4.8,2.1,0.92,No,Summer,India,"['Shoes', 'Jeans', 'Shoes']",0.98,,
P10514,Fashion,T-shirt,3308,Brand B,4,5,0.74,Yes,Spring,Canada,['Jeans'],0.47,,
P10515,Home Decor,Cushions,1907,Brand A,2.6,4.6,0.18,No,Spring,Canada,['Lamp'],0.52,,
P10516,Fitness,Treadmill,1442,Brand C,4.2,2.4,0.47,Yes,Autumn,USA,"['Resistance Bands', 'Resistance Bands']",0.47,,
P10517,Fitness,Resistance Bands,3645,Brand C,4.5,4.7,0.72,Yes,Winter,Canada,['Yoga Mat'],0.94,,
P10518,Books,Fiction,2940,Brand B,4.9,2.4,0.37,Yes,Winter,Germany,['Fiction'],0.57,,
P10519,Books,Comics,4199,Brand B,3,4,0.21,Yes,Summer,USA,"['Fiction', 'Non-fiction', 'Comics']",0.23,,
P10520,Books,Comics,1422,Brand D,2.2,2.5,0.8,Yes,Autumn,Germany,"['Fiction', 'Biography']",0.97,,
P10521,Home Decor,Lamp,4618,Brand C,2.6,4.2,0.95,No,Autumn,India,"['Wall Art', 'Cushions']",0.55,,
P10522,Books,Fiction,236,Brand B,3.8,3.7,0.12,No,Autumn,Canada,"['Comics', 'Non-fiction']",0.25,,
P10523,Home Decor,Lamp,2576,Brand C,4.8,3.7,0,No,Spring,India,"['Wall Art', 'Cushions', 'Cushions']",0.28,,
P10524,Electronics,Smartwatch,4980,Brand D,4.6,3.3,0.59,No,Winter,USA,"['Headphones', 'Smartwatch']",0.32,,
P10525,Books,Biography,3533,Brand A,4.9,3.2,0.06,No,Winter,UK,"['Biography', 'Non-fiction', 'Biography']",0.98,,
P10526,Electronics,Smartphone,4013,Brand B,4.8,4.8,0.86,No,Summer,Canada,"['Headphones', 'Smartwatch']",0.63,,
P10527,Beauty,Foundation,128,Brand C,3.3,4.1,0.93,No,Winter,USA,"['Perfume', 'Moisturizer']",0.85,,
P10528,Electronics,Laptop,4360,Brand C,3.2,4.7,0.68,Yes,Winter,India,"['Smartphone', 'Smartwatch', 'Headphones']",0.31,,
P10529,Fitness,Treadmill,2497,Brand C,2.5,4.8,0.38,Yes,Summer,Canada,"['Resistance Bands', 'Treadmill']",0.18,,
